BW,EGPb,Gb,Ib,kabs,kmax,kmin,b,d,Vg,Vi,Ipb,Vmx,Km0,k2,k1,p2u,m1,m5,CL,m2,m4,m30,Ilb,ki,kp2,kp3,Gpb,Gtb,Vm0,Rdb,PCRb,kd,ksc,ka1,ka2,u2ss,isc1ss,isc2ss,kp1
30.70146534423273,3.6156116425580525,166.13065229317456,134.47235620262884,0.08844336224722009,0.028741715111875073,0.00482879766510373,0.9011385543350448,0.18246184424384138,1.6159086178487827,0.06047442253874702,6.642973339297939,0.09948699868615091,276.3928836370413,0.21875355492322296,0.0595380099611511,0.06217897137539987,0.18860225399040378,0.022589943022814092,0.7349873201489201,0.36982464533362136,0.14792985803839934,0.28290338271371457,5.9421537253834416,0.02246190735941471,0.003934749078304776,0.01902470805263736,272.95429484765117,112.4672146526781,12.055075086054282,3.6156116657370045,0.022137460407583312,0.022534105071191416,0.1411876598734328,0.006049016447724997,0.025726731269745083,2.25919096658728,91.99160189335153,41.77503070654161,6.874907866578942
64.84895827504576,3.456259362489879,153.460734115159,106.36851029166127,-0.0777725474903645,0.05588885574129909,0.004583498692638315,0.65384099463298,0.13508055594967822,1.6169416310687366,0.06526338326975649,5.94840767979291,0.10864887348324459,256.0150534775188,0.2250990516242165,0.09595264038117282,0.06045964111009838,0.352730870766054,0.032192524629906336,1.0561210710508555,0.2868106033604554,0.11472424094350109,0.5290963118554293,2.193963193202685,0.018777103163647443,0.003904282627957554,0.01202792813994762,249.66267671439417,134.0048907011888,8.801496839209165,3.456259383455831,0.022593866166493053,0.021497212191971014,0.11043350906019934,0.005597028622905303,0.02043036832643026,1.5989762544630093,56.78220996089624,34.446113361362876,5.713852168925072
42.114053272829295,3.40923868070616,150.84656273801014,104.80365179450224,0.1921224943250298,0.04237473485072629,0.011129930260625363,0.7780808482993533,0.02873951529086577,1.6189763819713203,0.09920460448611378,9.664659722878405,0.08335279655688299,236.8607881335436,0.06295502634231577,0.1105450569613643,0.0848867172741336,0.40398521261927606,0.06162782972719895,1.129750718023607,0.20240288381498933,0.08096115482525745,0.6059778323849183,2.6227691795892243,0.017825502431450393,0.005264404818508717,0.015968403664559306,243.8972444011704,349.2844885290043,3.719961341037946,3.409238700617115,0.022457400913340697,0.020661763922167654,0.09076380436525218,0.0038076083640884006,0.015420959338379692,2.3526138643967904,126.69506056671109,121.16318065760038,6.233028437159609
69.34063433621164,3.732872548302709,158.29670382426286,106.30147664848101,-0.26663525640932106,0.03629693536794577,-0.0014880836802705555,0.5956822670962465,0.2065753609140582,1.247881919892163,0.07874274928423194,7.07357588885412,0.07853279051460262,302.65929217172146,0.10901664602848124,0.07099338954791332,0.058493040120400894,0.23501611715187704,0.03353474804910952,0.8349804641968233,0.1877100500833771,0.07508401973429121,0.35252418062118096,3.1535215933233443,0.01136108228360905,0.009047738914074243,0.031456358926067705,205.1359870760716,168.03860846655502,8.663043721219756,3.7328725471938426,0.02378051327315248,0.024670857017908672,0.18189859929792968,0.005586591315576454,0.025580804447098822,1.2983447522811586,29.89950613888375,3.2743368807453095,9.062367323861125
25.275386220313237,3.778089649975546,161.44249601193715,120.51911735357018,0.2218945476382453,0.047915243891625235,0.010749839966319525,0.856855375200277,0.05565297656334976,1.77285473685145,0.08518935892869886,8.527447439807148,0.14900681288537732,252.92314593549614,0.1707137229361267,0.0987714969489536,0.0708964084822863,0.3215968673238526,0.051758129863075326,0.8911677784179588,0.2848652979049911,0.11394611761697164,0.4823953071782404,4.181569662193559,0.023118212086862405,0.001772306159589605,0.010740161932304029,286.6530395386152,235.20740462102606,8.996747266419574,3.7780896817635092,0.023843024167314958,0.023175237049738822,0.08934960984568016,0.0048661881676124175,0.016301142338247396,2.352424305323054,103.1171786980167,104.09113426635437,5.578588486888153
25.818497452737184,3.259191367332987,158.11040079620702,103.23039638557793,0.3170433513761946,0.04662010925848412,0.012845404452741589,0.8885533481393887,0.03001805982493272,1.9922723746257487,0.08495285221317048,8.145942642488183,0.1105257999629488,236.65584312428808,0.1656792133906586,0.09921480547083836,0.06853761989356652,0.37837387779222903,0.05513230547262793,1.0487401302070152,0.28975605604843474,0.11590242286051775,0.5675608266270415,3.203961153848337,0.021732153641270097,0.001007997001118698,0.004166924809547134,312.1097959210469,247.92237353530336,6.38190270444931,3.2591913687687404,0.020744064992100405,0.02015252837442742,0.062143937629305264,0.004074542172289355,0.01423900007743113,2.3580963474283854,120.75610276986083,122.57282374096008,4.145515779206646
24.783089941824485,3.3309122783187837,159.88232488573993,135.24512596746644,0.3253050759980997,0.027136232418114678,0.01361003166113665,1.0403298593467114,0.03746629272991284,1.738154178659432,0.07602018070043438,8.819209783291257,0.07314917091299275,236.53511627621904,0.11254222601429342,0.0655801941652493,0.07877107873486205,0.2250345009755249,0.03936062203489931,0.9859144772559174,0.34644656598218954,0.1385786276869761,0.3375517568800363,6.090670716483961,0.023460020436942862,0.004497711738442943,0.01670659857707934,278.8427540573661,264.39684395241613,8.062520177080224,3.3309122902671726,0.02085918618362475,0.018873489300415207,0.0942780191614072,0.0040057214953226035,0.01769679921913569,2.997860954772824,170.16413880298384,134.43238232186349,6.367671694728552
75.55525669281697,3.3628938873037333,143.7159831993516,144.31405521549073,0.38810374695211514,0.023295831528627308,0.00813721499494269,1.0053081578952874,0.13716078507052648,1.588920973263835,0.06645539811674714,8.628300028978467,0.075596169001517,244.92833152965093,0.1339021272768114,0.07819209729261477,0.06818148351874781,0.21512040328567547,0.03844563136510046,1.034622994430912,0.24320725038674013,0.09728289948544439,0.3226806074311311,4.4622822167902125,0.018754255251639377,0.004630380490742465,0.021378620156788326,226.47550664573296,202.91816430351582,7.723636203379183,3.362893908215195,0.02327354882851873,0.016792918730233718,0.12281564239706745,0.003460324603814065,0.014822234908051108,2.122365642264679,116.8518089957831,115.15339550656465,6.878220008848485
26.612670468734848,3.1720909853313906,159.06859478584173,140.32732174015754,0.40157809839992964,0.02141341677200751,0.011313692822755994,1.0205132258712117,0.14138175414215906,1.7795157916292574,0.06301082595110782,7.679785624395825,0.08771953968098073,240.3946627394216,0.14919414793740396,0.060699492881389865,0.06118433192727622,0.17438836994974602,0.030099395880836904,0.8381190912287477,0.3763315898871549,0.15053263707446823,0.26158255350196463,6.613145925104407,0.019911783638303877,0.0029615813401006313,0.013098931847777143,283.6822282647813,185.84724800008848,8.637635656294023,3.172091029908866,0.02001993471084505,0.019384565405271722,0.11023670076015976,0.004804358662909965,0.022277268042417243,2.6779855907996457,138.17424960636535,96.17502587491803,5.602200675386878
66.80002270129029,4.082117748185169,152.09696607600688,153.6428633340882,0.1954294736681514,0.042133571474131944,0.006575350630175631,0.9911784836081929,0.0875613863121345,1.557987339819965,0.06631699978131617,8.4531953661369,0.12989395723901703,263.0256951324984,0.23573697811350464,0.08954717576569475,0.08082730213342681,0.24859876867066844,0.03682819142974378,0.9877935047325715,0.27688106085535064,0.11075242380747401,0.37289815780717467,4.493899841230317,0.0290672279826113,0.0031021693161607756,0.02187429405570753,237.20002742139377,166.04311048637226,12.671110704784944,4.0821177428366715,0.027101824185501264,0.019726655041927898,0.11247501954194411,0.004280850440456548,0.011657053223387438,2.2518976018374293,106.95702229972072,119.04354390859703,7.418269971658166
